name,type,detailed_type,categ_id
Toyota. MCV. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. C. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. Caja Armada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. Caja Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. Celda Armada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. D. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. E. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. Esquinero.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. Pad Polifoam.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. Tapa Gral. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Toyota. MCV. Tapa Individual.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Tramo Perfil 10mm ( 2440 mm).,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"Tubo ced 40 de 1/2"" (13 mm) (2.77 mm esp) a 6mts",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
Tubo soporte - YF RU QRO,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Tubo soporte corto - YF RU Ramos,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Tubo soporte largo - YF RU Ramos,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U DE LA 745,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
U553 ALTERNO CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U553 ALTERNO CELDA ARMADA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
U553 ALTERNO CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U553 ALTERNO CELDA C,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U553 ALTERNO CELDA D,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U553 ALTERNO CELDA E,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U553 ALTERNO CELDA F,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U553 ALTERNO CELDA G,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U553 ALTERNO KIT,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón)
U553 ALTERNO RSC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
U554. Hud. Outer Case.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
U725 DOOR PANEL REAR con ITB,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
U725 DP - FRT,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
U725 DUNNAGE,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
U725 DUNNAGE CELDA A,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE CELDA B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE CELDA C,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE CELDA D,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE CELDA E,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE CELDA F,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE CUNA CORTA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE CUNA LARGA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE PERFIL CORTO,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE PERFIL LARGO,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE TAPA CORTA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 DUNNAGE TAPA LARGA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725 Door Panel Reae. HSC,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U725 FC,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
U725 FC - Celda A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U725 FC - Celda B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U725 Floor console,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón)
U725 Floor console - Caja HSC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
U725. DIAL. A. Insert. XLPE BLACK D-2# PCF (220 X 133 X 38 mm),Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
U725. DIAL. A. Insert. XLPE BLACK D-2# PCF (220 X 133 X 38 mm) (copia),Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
U725. DIAL. B. Insert. XLPE BLACK D-2# PCF ( 220 X 38 X 25 mm),Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
U725. DIAL. Charola.,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
U725. DMS. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
U725. DMS. Celda ITB.,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
U725DP - FRONT,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
U725DP - REAR,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
USE FOR CNC MACHINE TO RUN SAMPLES,Consumible,Consumible,Servicios
"Un vehículo usado en las condiciones en las que se encuentra marca DODGE, tipo RAM 4000 Chasis Cabina PL 5.7L 5MT 4X2 año modelo 2024, número de serie 3C7WRAKT3RG183192, número de motor H EN MEXICO. Este comprobante sustituye a la factura número A048292 expedida por MIRADOR AUTOMOTRIZ, S.A. DE C.V. el 15 de febrero de 2024.",Servicio,Servicio,Servicios
VA. 3895. Large. Pad.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
VA40-64230 - J34A - CX-X,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VA40-64230 Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VA40-64240 Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VA40-6804X - J34A - CX-X,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VA40-6804X Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VA40-6804Y Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VA40-68160 - J34A - CX-X,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VA40-68160 Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VA40-68170 Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VA40-68894 Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VA40-68940 Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VA40-68HXX - Dunnage,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VA40-68HXX - Tray,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VA40-68HXX - ensamble 1,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VARILLA REDONDA 3/16""",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
VASO CONICO C/250 PZAS,Consumible,Consumible,Cartón / Consumibles (Cartón)
VA_CHN_ITB CELL,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
VA_CHN_ITB CELL,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
VC167. 249.595-01-02. Dunnage 165 cav. en Totte con Tapas.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VC167. 249.595-01-02. Totte con Tapa y 4 Charolas con Dunnage.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VC167. 249.602-01-02. Dunnage 104 cav. en Totte con Tapas.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VC167. LENS SMR. Dunnage evolon 135 cav. en Totte con Tapas.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"VELCOR CORTO 1"" LENTE INNER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCOR LARGO 1"" LENTE INNER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO 1 CORTO PARA DUNNAGE 2415,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO 1 FELPA,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
VELCRO 1 GANCHO,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
VELCRO 1 LARGO PARA DUNNAGE 2415,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" AUTO - MEDIA TAPA 4548 ROPACK",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" AUTO FELPA TAPA CLUSTER CAP",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" FELPA AUTOADHERIBLE",Producto almacenable,Producto almacenable,Retornable / Producto Comercialización (Retornable)
"VELCRO 1"" FELPA AUTOADHERIBLE",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"VELCRO 1"" FELPA PARA TAPA ARMADA 2415",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" FELPA PARA TAPA BOLSTER DRIVER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" FELPA TAPA CLUSTER BEZEL",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" FELPA TAPA SEPAKER GRILLE",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" GANCHO AUTOADHERIBLE",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"VELCRO 1"" GANCHO PARA TAPA ARMADA 2415",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" GANCHO PARA TAPA BOLSTER DRIVER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" GANCHO TAPA CLUSTER BEZEL",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 1"" GANCHO TAPA SPEAKER GRILLE",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO 2 FELPA,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
VELCRO 2 GANCHO,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
"VELCRO 2"" FELPA AUTOADHERIBLE",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"VELCRO 2"" GANCHO AUTOADHERIBLE",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"VELCRO 2"" GANCHO PARA BOLSTER DRIVER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 2"" GANCHO TAPA CLUSTER BEZEL",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 2"" PARA TAPA ARMADA 2415",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO 2"" TAPA SPEAKER GRILLE",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO AUTO 1"" FELPA PARA TAPA BOLSTER DRIVER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO AUTO 1"" LENTE INNER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO AUTO 1"" PARA DUNNAGE 2415",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO AUTO DUNNAGE BOLSTER DRIVER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO AUTO GANCHO PARA TAPA TOTE 2415,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO AUTOADHERIBLE 1"" PARA DUNNAGE SPEAKER GRILLE",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO AUTOADHERIBLE 20MM,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
VELCRO AUTOADHERIBLE 25MM,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
VELCRO AUTOADHERIBLE FELPA PARA TAPA SPEAKER GRILLE,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO CORTO 2"" GANCHO TAPA CLUSTER CAP",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO CORTO FELPA PARA DUNNAGE SPEAKER GRILLE,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO FELPA 1"" - MEDIA TAPA 45""",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO FELPA 1"" - MEDIA TAPA 4548 ROPACK",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO FELPA 1"" - SHIFTER BEZEL",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO FELPA 1"" TAPA 2224",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO FELPA 1"" TAPA 4548 PASSENGER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO FELPA 2"" - MEDIA TAPA 45""",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO FELPA AUTO TAPA CLUSTER BEZEL,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO FELPA DUNNAGE BOLSTER DRIVER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO FELPA TAPA 2224,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO FELPA TAPA A - DUNNAGE CLUSTER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO GANCHO 1"" - MEDIA TAPA 45""",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO GANCHO 1"" - MEDIA TAPA 4548 ROPACK",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO GANCHO 1"" TAPA 2224",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO GANCHO 1"" TAPA 4548 PASSENGER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO GANCHO 2"" TAPA 2224",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO GANCHO 2"" TAPA 4548 PASSENGER",Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
VELCRO GANCHO TAPA B - DUNNAGE CLUSTER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"VELCRO LARGO 2"" GANCHO TAPA CLUSTER CAP",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO LARGO PARA DUNNAGE SPEAKER GRILLE,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
VELCRO PARA HT B PILLAR,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
VENTANA 745,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
VENTANA 745,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
VENTILA-TELA 17 gr,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
Venta de Dólares,Servicio,Servicio,Servicios
Vista portavasos - Celda,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
Vista portavasos - Celda A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Vista portavasos - Celda B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
Volvo 723 ip,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"W040003-C Returnable Pkg AR FR LH FIP, Y0199258",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
W040003-C Returnable Pkg AR FR LH SUBSTRATE,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"W040003-C Returnable Pkg AR FR RH FIP, Y0199258",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
W040003-C Returnable Pkg AR FR RH SUBSTRATE,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"W040003-C Returnable Pkg AR RR LH SUBSTRATE, Y0199258",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"W040003-C Returnable Pkg AR RR RH SUBSTRATE, Y0199258",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
W04001,Consumible,Consumible,EMPAQUES
"W04001 CELDA ""A"" & INSERT ""E"" IP",Servicio,Servicio,Servicios
