name,type,detailed_type,categ_id
DUNNAGE PARA CONTENEDOR,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE PARA RACK LONA COATING,Servicio,Servicio,Servicios
DUNNAGE PARA WINDOW PLATE,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE REINFORCEMENT ARMADO,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE REINFORCEMENT PZA A,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE REINFORCEMENT PZA B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE REINFORCEMENT PZA C,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE REINFORCEMENT PZA D,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE SHROV LOWER,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE SHROV UPPER,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"DUNNAGE SPEAKER GRILL 91 CAVIDADES CONTENEDOR 24"" X 15"" X 9.5"" + DUNNAGE PARA 91 PZAS EN TYVEK 2473L + TAPA TRANFLEX",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE SPEAKER GRILLE,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE SPEAKER GRILLE PUERTAS CELDA EVOLON,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE SPEAKER GRILLE PUERTAS CELDA PLASTICO,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE SPEAKER GRILLE PUERTAS CELDA PLASTICO + EVOLON,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE SPEAKER GRILLE PUERTAS CHAROLA + EVOLON,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE SPEAKER GRILLE PUERTAS CHAROLA EVOLON,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE SPEAKER GRILLE PUERTAS CHAROLA PLASTICO,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE SWITCH BEZEL ARMADO,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE TYVEK (BEZEL CEN TER) 540X330X165MM,Servicio,Servicio,Servicios
DUNNAGE TYVEK+PAD XLINK 540X330X165MM DUNNAGE PARA BEZEL DUNNAGE TYVECK + PAD DE XLINK PARA TAPA 6 LB STD: 7 PIEZAS,Servicio,Servicio,Servicios
DUNNAGE U554 WP DUNNAGE PLASTICO CORRUGADO 2MM + TELA NO TEJIDA 6 CAVIDADES,Servicio,Servicio,Servicios
DUNNAGE UPPER REAR PZA A,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE UPPER REAR PZA B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE UPPER REAR PZA C,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE UPPER REAR PZA D,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
DUNNAGE VALVULA MCV CELDADO CON 45 CAVIDADES,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE WINDOW PLATE COLOR BLANCO,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE Y01992556 - se considera desmontado de dunnage viejo + pintura de estructura + montado de dunnage nuevo,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGE Y0264007 90 CAV BICOLOR,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
DUNNAGES SASM 30X,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Descuento,Servicio,Servicio,Todos
Desechos de Papel,Servicio,Servicio,Servicios
Door Beltline MS FR - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door Beltlinine MS RR - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door Speaker mesh FR MS - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door Speaker mesh MS - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door armrest MS FR - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door armrest MS FR - P2 FIP,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door armrest MS cogac RR - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door armrest MS cogac RR - P2 FIP,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door map pocket MS - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door map pocket MS RR - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Door map pocket bin MS RR - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dotacion de personal de viaje temporal,Servicio,Servicio,Servicios
Drawing of thermoformed trays,Servicio,Servicio,Servicios
Dunnage 780B,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage 780B & U554,Servicio,Servicio,Servicios
Dunnage 780B & U554,Servicio,Servicio,Servicios
Dunnage 780B & U554 - Charola,Producto almacenable,Producto almacenable,Muestras / Producto en proceso (Muestras)
Dunnage 780B & U554 - Particion,Producto almacenable,Producto almacenable,Muestras / Producto en proceso (Muestras)
Dunnage Arm rest FRT,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage Arm rest RR,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage Grab handle WRAPED - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage Inner case 780B,Producto almacenable,Producto almacenable,Muestras / Producto Terminado (Muestras)
Dunnage Inner case 780B - part1,Producto almacenable,Producto almacenable,Muestras / Producto en proceso (Muestras)
Dunnage Inner case 780B - part2,Producto almacenable,Producto almacenable,Muestras / Producto en proceso (Muestras)
Dunnage Inner case 780B -charola,Producto almacenable,Producto almacenable,Muestras / Producto en proceso (Muestras)
Dunnage Switch bezel assembly,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage Top Shoulder - YF,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage armrest - YF G42,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage carrier FR MS - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage carrier RR MS - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage con textil especializado para ropak 45*48*25 Std pack de 60 cavidades,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"Dunnage de 120 cavidades, con lona especializada, tapas, etiqueta identificadora para montar en un ropak 45x45x42 - Y0264008",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"Dunnage de Headliner, con 84 cavidades, para tote 2415-07.",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"Dunnage de Softek Headliner Dubetina, para tote 2422-14+tapa transflex.",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage door map pocket bin MS FR - P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage door map pocket inner MS - interplants P2,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage for 484534_380D IP _ Y0888990_DUNNAGE EN CORTILONA ANTI DUST CON STANDARD PACK DE 64 CAVIDADES,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage for DT Hard Trim Suede WIP Packaging,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage grab handle WRAPED - P2  Interplants,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage outer case U554 HUD,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
Dunnage para ROPACK 45x48x34 84 cavidades dobles (DUNNAGE CLOSE OUT),Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage para Ropack 45x48x34 36 cavidades (MAP POCKET REAR),Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage para ropak 484542 Y0392180 en lona 18 oz bi color to fit RH and LH on same dunnage 50/50,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Dunnage window plate 780B & U554,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E - 362390 /362391 DUNNAGE ARMREST FRT & RR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E - DUNNAGE 18X,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E - SERVICIO P1,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
E COROPLAST - WINDOW PLATE CX430,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E COROPLAST WINDOW PLATE U725,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E DUNNAGE 28X - CLUSTER BEZEL MP552,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E GLASS FRONT 500B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E GLOVE BOX,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E WS DP DUNNAGE,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
E20530. Tesla Everest IP. Glove Box. Celdado.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
ECONO-PRIMER PRIMARIO ALQUIDALICO BLANCO,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
ELASTICO PLANO 2MM NEGRO,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
ELECTR,Consumible,Consumible,Todos
ELÁSTICO CUBREBOCAS,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
EMPAQUE ALTERNO BMW,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
EMPAQUE ALTERNO DE INSERTO DE FORD,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
EMPAQUE CARTON APLIQUE CHRISLER,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
EMPAQUE KIT NISSAN B02A ETLOT,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón)
EMPAQUE KMKX BASE COVER,Servicio,Servicio,Servicios
EMPAQUE KMKX BOTTOM COVER,Servicio,Servicio,Servicios
EMPAQUE KMKX HOUSING,Servicio,Servicio,Servicios
EMPAQUE KMKX SKULL CAP,Servicio,Servicio,Servicios
EMPAQUE KMKX TRAP DOOR,Servicio,Servicio,Servicios
EMPAQUE OIL PUMP-CELDA-A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
EMPAQUE OIL PUMP-CELDA-B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
EMPAQUE PARA COVER CASE P702,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
EMPAQUE PINTADO,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
EMPAQUE TIPO CELDADO CON INSERTOS DE 6 CAVIDADES,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
EMPAQUE TOYOTA JAPAN,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón)
EMPLAYE,Consumible,Consumible,Cartón / Consumibles (Cartón)
EN-114 Crow Victoria / Varroc,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"ENCENDEDOR PARA COCINA, 27 CM, PRETUL 1 (TR25130)",Consumible,Consumible,Retornable / Consumibles (Retornable)
ENDCAPS SOLIDO,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
ENGINEERING AND DESIGN SEWN DECOR CARRIE,Servicio,Servicio,Servicios
ENGINEERING AND DESIGN TOP SHOULDER SUNB,Servicio,Servicio,Servicios
ENS CUELLO GLOVE BOX Y0981384,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
ENSAMBLAJE PAD,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
ENSAMBLE RIEL A - MP552 DECO ASSY PASSENGER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
ENSAMBLE RIEL ALTO A - MP552 DECO ASSY PASSENGER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
ENSAMBLE RIEL ALTO B - MP552 DECO ASSY PASSENGER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
ENSAMBLE RIEL B - MP552 DECO ASSY PASSENGER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
EPP RISER,Servicio,Servicio,Servicios
EQUIPO DE COMPUTO,Consumible,Consumible,Servicios
EQUIPO DE MANTENIMIENTO,Servicio,Servicio,Todos
EQUIPO DE SEGURIDAD,Servicio,Servicio,Todos
EQUIPO DE TRANSPORTE,Servicio,Servicio,Servicios
ESCOBA PEÑOLERA DE ESPIGA,Consumible,Consumible,Cartón / Consumibles (Cartón)
ESD - SERVICIO,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
ESM. ROCKET BLANCO BRILLANTE GL,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE 1005 AZUL OBSCURO,Producto almacenable,Producto almacenable,Retornable
ESMALTE AMARILLO CANARIO  DOAL,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE BLANCO MATE DOAL,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE COMEX 100 TOTAL GALON,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT AZUL INTENSO,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT BLANCO,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT CELESTE,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT COLUMBUS,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT MORADO,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT NARANJA,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT NEGRO,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT ROSA MEXICANO,Consumible,Consumible,Retornable / Consumibles (Retornable)
ESMALTE FLASH COAT VERDE,Consumible,Consumible,Retornable / Consumibles (Retornable)
"ESPACIADOR CUADRADO 50X50x9mm,EVA 45Shor",Producto almacenable,Producto almacenable,Retornable / Producto Comercialización (Retornable)
ESQUINERO  Jones plastic y CC91   3X3X76 CAL 225,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
ESQUINERO .87 745,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
ESQUINERO 127CM - STAB. 3,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón)
"ESQUINERO 2"" X 2"" X 200CMS CAL. 200",Producto almacenable,Producto almacenable,Cartón / Materia Prima (Procesada)
"ESQUINERO 2"" X 2"" X 95CMS CAL. 220",Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
