id,id,product_tag_ids,name,list_price,default_code,type,detailed_type,categ_id,categ_id/id
__import__.product_product_pt_1029_product_template,__import__.product_product_pt_1029_product_template,,TARIMA 745,0.00,TARIMA 745,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_18068_58b323a5,__export__.product_template_18068_58b323a5,,TARIMA ARRAY,1.00,CMP-0117,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_pt_1026_product_template,__import__.product_product_pt_1026_product_template,,TARIMA BRAZEWAY 71254 CHICA,43.00,TARIMA 54 CHICA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_pt_1027_product_template,__import__.product_product_pt_1027_product_template,,TARIMA BRAZEWAY 71254 GRANDE,43.00,TARIMA 54 GRANDE,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_mp_0013_product_template,__import__.product_product_mp_0013_product_template,,TARIMA CONSOLA,0.00,CMP-0096,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_pt_1024_product_template,__import__.product_product_pt_1024_product_template,,TARIMA DE CARTON DE 110 X 130,0.00,TARIMA 110X130,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_pt_1030_product_template,__import__.product_product_pt_1030_product_template,,TARIMA DE MADERA 29.5X27.5,0.00,TARIMA BMW SERVICIO,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_pt_1032_product_template,__import__.product_product_pt_1032_product_template,,TARIMA DE MADERA 48X30 in TOY,0.00,TARIMA DE MADERA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_pt_1028_product_template,__import__.product_product_pt_1028_product_template,,TARIMA DE MADERA 49 X73,0.00,TARIMA 725,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20319_502eef2d,__export__.product_template_20319_502eef2d,,TARIMA DE MADERA 52x41”,1.00,CMP-4576,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_20318_baa813dc,__export__.product_template_20318_baa813dc,,TARIMA DE MADERA 60x48”,422.80,CMP-4575,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_20317_c846b1cf,__export__.product_template_20317_c846b1cf,,TARIMA DE MADERA 71x46”,1.00,CMP-4574,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_mp_0020_product_template,__import__.product_product_mp_0020_product_template,,TARIMA DUCTO / PARA  P8,11.40,CMP-0106,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_pt_1033_product_template,__import__.product_product_pt_1033_product_template,,TARIMA DUCTO MAHLE,0.00,TARIMA DUCTO MAHLE,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_pt_1034_product_template,__import__.product_product_pt_1034_product_template,,TARIMA JC49,0.00,TARIMA JC49,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_mp_0019_product_template,__import__.product_product_mp_0019_product_template,,TARIMA JC49,0.00,CMP-0105,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_mp_0016_product_template,__import__.product_product_mp_0016_product_template,,TARIMA NEXTRACKER,0.00,CMP-0101,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_15986_d0b688a5,__export__.product_template_15986_d0b688a5,,"TARIMA NEXTRACKER 38"" X 40""",1.00,CMP-1010,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_16528_1ddd02e4,__export__.product_template_16528_1ddd02e4,,TARIMA NEXTRACKER IMPROVED,1.00,CMP-1011,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17657_c643e6c8,__export__.product_template_17657_c643e6c8,,"TARIMA PLYWOOD 48"" X 45"" X 5""",1.00,CMP-1256,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_18220_411dda62,__export__.product_template_18220_411dda62,,"TARIMA PLYWOOD 58 1/4"" X 45"" X 5""",1.00,CMP-1266,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_18547_d072cb03,__export__.product_template_18547_d072cb03,,TARIMA PROLAMSA,1.00,CMP-1393,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_18874_1ffad43a,__export__.product_template_18874_1ffad43a,,TARIMA REC 40X48 (copia),0.00,CC-1240,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_19627_8f7f1736,__export__.product_template_19627_8f7f1736,,TARIMA RECICLADA,300.00,MX989042-0100,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón),__export__.product_category_32_a2eb8003
__import__.product_product_mp_0249_product_template,__import__.product_product_mp_0249_product_template,,TARIMA SHOCKTOWER 46.875 x 29.9375,0.00,CMP-1157,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_20332_4d52212a,__export__.product_template_20332_4d52212a,,TARIMA TESLA IP EVEREST - TARIMA IP EVEREST COWL,638.23,TARIMA TESLA IP EVEREST - TARIMA IP EVEREST COWL,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón),__export__.product_category_32_a2eb8003
__export__.product_template_20331_7e563ce3,__export__.product_template_20331_7e563ce3,,TARIMA TESLA IP EVEREST IP -TARIMA  IP LOWER,422.85,TARIMA TESLA IP EVEREST IP -TARIMA  IP LOWER,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20674_d5b48ad5,__export__.product_template_20674_d5b48ad5,,TARIMA TESLA IP EVEREST IP -TARIMA IP LOWER,1.00,DEFAULT-5171,Consumible,Consumible,Todos,product.product_category_all
__export__.product_template_20333_6f8eb5ec,__export__.product_template_20333_6f8eb5ec,,TARIMA TESLA IP EVEREST IP-  TARIMA IP DEFROST PANEL,638.23,TARIMA TESLA IP EVEREST IP-  TARIMA IP DEFROST PANEL,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20329_d1f3cad4,__export__.product_template_20329_d1f3cad4,,TARIMA TESLA IP EVEREST- TARIMA IP EVEREST QTR,412.86,TARIMA TESLA IP EVEREST- TARIMA IP EVEREST QTR,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20330_bde8bf3e,__export__.product_template_20330_bde8bf3e,,TARIMA TESLA IP EVEREST- TARIMA IP GLOVE BOX,422.85,TARIMA TESLA IP EVEREST- TARIMA IP GLOVE BOX,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20334_8a3d97a1,__export__.product_template_20334_8a3d97a1,,TARIMA TESLA IP EVEREST- TARIMA IP MID PANEL,638.23,TESLA IP EVEREST  MID,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20335_726cf151,__export__.product_template_20335_726cf151,,TARIMA TESLA IP TOP PAD,638.23,TARIMA TESLA IP TOP PAD,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_15974_1e2e80dd,__export__.product_template_15974_1e2e80dd,,TARJETAS DE PRESENTACION,1.00,SERV-009,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_16000_b5d7c371,__export__.product_template_16000_b5d7c371,,TELA CELTEX C/ 20 PZAS,1.00,CC-1037,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_15857_fd360f9f,__export__.product_template_15857_fd360f9f,,TELA MAGITEL  C/ 5,1.00,CC-1059,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_17741_df3879a7,__export__.product_template_17741_df3879a7,,TELA MOSQUITERA GALVANIZADA MZ-105,1.00,CC-1226,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_18769_5f1c8baf,__export__.product_template_18769_5f1c8baf,,TELA NO TEJIDA 35GRS,1.00,CMP-T-0151,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_18770_0eacf898,__export__.product_template_18770_0eacf898,,TELA NO TEJIDA 50GRS,1.00,CMP-T-0152,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17941_d2a4d5fc,__export__.product_template_17941_d2a4d5fc,,TELA NO TEJIDA ADHESIVA 70GRS,1.00,RTM-1347,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__import__.product_product_mp_0170_product_template,__import__.product_product_mp_0170_product_template,,TELA NO TEJIDA ADHESIVA 75GRS,0.00,RTM-0032,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20278_25c10d82,__export__.product_template_20278_25c10d82,,TELSA IP - TAPA 71X46,1.00,TELSA IP TAPA 71X46,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20277_d5e8dc99,__export__.product_template_20277_d5e8dc99,,TELSA IP COWL PANEL - TAPA BASE,1.00,TELSA IP COWL PANEL TAPA BASE,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20275_09724055,__export__.product_template_20275_09724055,,TELSA IP GLOVEBOX - CUELLO (copia),1.00,DEFAULT-4530,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20269_bc3cae3b,__export__.product_template_20269_bc3cae3b,,TELSA IP GLOVEBOX - PAD CUELLO,1.00,TELSA IP GLOVEBOX PAD CUELLO,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_pt_1036_product_template,__import__.product_product_pt_1036_product_template,,TESLA BOX TMC 070,1.40,426667 AS 30 99 0000 00 000 CARTÓN - TESLA BOX TMC 070,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón),__export__.product_category_32_a2eb8003
__export__.product_template_20454_131c4d83,__export__.product_template_20454_131c4d83,,TESLA IP CELDAS,0.00,CMP-C32-4844,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_20279_85cd8677,__export__.product_template_20279_85cd8677,,TESLA IP COWL PANEL - CELDA A,1.00,TESLA IP COWL PANEL CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20280_6f3e5b8f,__export__.product_template_20280_6f3e5b8f,,TESLA IP COWL PANEL - CELDA B,1.00,TESLA IP COWL PANEL CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20455_7ef9be43,__export__.product_template_20455_7ef9be43,,TESLA IP CUELLOS,0.00,CMP-D42-4845,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_20282_7780b5e2,__export__.product_template_20282_7780b5e2,,TESLA IP EVEREST COWL PANEL STD 13 CAVIDADES,446.14,TESLA IP EVEREST COWL,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón),__export__.product_category_23_9848fbc3
__export__.product_template_20298_a853cf77,__export__.product_template_20298_a853cf77,,TESLA IP EVEREST MID PANEL STD 10 CAVIDADES,350.75,TESLA IP MID PANEL KIT,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón),__export__.product_category_23_9848fbc3
__export__.product_template_20295_0560e8bd,__export__.product_template_20295_0560e8bd,,TESLA IP MID PANEL - CELDA A,1.00,TESLA IP MID PANEL CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20296_7d4c9a49,__export__.product_template_20296_7d4c9a49,,TESLA IP MID PANEL - CELDA B,1.00,TESLA IP MID PANEL CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20453_496bfbcb,__export__.product_template_20453_496bfbcb,,TESLA IP PAD,0.00,CPM-D36-4843,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_20281_ff8bb320,__export__.product_template_20281_ff8bb320,,TESLA IP. COWL PANEL. CELDADO.,1.00,TESLA IP COWL PANEL CELDADO,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20284_0776a372,__export__.product_template_20284_0776a372,,TESLA IP. COWL PANEL. TAPA BASE.,1.00,TESLA IP COWL PANEL BASE,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_20308_ed8876a6,__export__.product_template_20308_ed8876a6,,TESLA IP. QTR PANEL LH. B. Pieza.,1.00,TESLA IP QTR PANEL - CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20306_345ecff7,__export__.product_template_20306_345ecff7,,TESLA IP. QTR PANEL LH. Caja 1/2.,1.00,TESLA IP QTR PANEL CAJA HSC 1/2,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20290_3519cece,__export__.product_template_20290_3519cece,,TESLA IP. TOP PAD Gap. A. Pieza.,1.00,TESLA IP TOP PAD CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20291_cb944537,__export__.product_template_20291_cb944537,,TESLA IP. TOP PAD Gap. B. Pieza.,1.00,TESLA IP TOP PAD CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18321_a4bb7ffe,__export__.product_template_18321_a4bb7ffe,,TESLA NV26 ESQUINEROS DOOR PANEL,1.00,TESLA NV26 ESQUINEROS DOOR PANEL,Producto almacenable,Producto almacenable,Muestras / Producto Terminado (Muestras),__export__.product_category_38_041394e6
__export__.product_template_18323_bd64e043,__export__.product_template_18323_bd64e043,,TESLA NV26 ESQUINEROS END PANEL,1.00,TESLA NV26 ESQUINEROS END PANEL,Producto almacenable,Producto almacenable,Muestras / Producto Terminado (Muestras),__export__.product_category_38_041394e6
__export__.product_template_18322_4608fa1b,__export__.product_template_18322_4608fa1b,,TESLA NV26 ESQUINEROS FLOOR CONSOLE,1.00,TESLA NV26 ESQUINEROS FLOOR CONSOLE,Producto almacenable,Producto almacenable,Muestras / Producto Terminado (Muestras),__export__.product_category_38_041394e6
__export__.product_template_18009_c7d97549,__export__.product_template_18009_c7d97549,,TESLA NV26 FLR CNSL END PANEL,63.16,F30015 TESLA NV26 FLR CNSL END PANEL,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón),__export__.product_category_23_9848fbc3
__export__.product_template_17968_d877ad42,__export__.product_template_17968_d877ad42,,TESLA NV26 FRL CONL END ITEM,60.84,TESLA NV26 FRL CONL END ITEM,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón),__export__.product_category_23_9848fbc3
__export__.product_template_18000_981f1668,__export__.product_template_18000_981f1668,,TESLA NV26 KIT PARA DOOR PANEL,61.86,F30015 KIT PARA DOOR PANEL,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón),__export__.product_category_23_9848fbc3
__export__.product_template_17031_dc7795a7,__export__.product_template_17031_dc7795a7,,TEST DE VIBRACIÓN,"12,600.00",TEST DE VIBRACIÓN,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_17848_dbbc14ad,__export__.product_template_17848_dbbc14ad,,"TFT 500B 7""",19.70,"CHAROLA ESD  TFT 500B 7""",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_17854_2621bfe3,__export__.product_template_17854_2621bfe3,,TFT CX430,14.90,CHAROLA ESD TFT CX430,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_19018_5199c2a7,__export__.product_template_19018_5199c2a7,,TGTX. A. Pieza.,1.00,CELDA A TGTX,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19019_11f4c22a,__export__.product_template_19019_11f4c22a,,TGTX. B. Pieza.,1.00,CELDA B TGTX,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19028_ed95158b,__export__.product_template_19028_ed95158b,,TGTX. C. Pieza.,1.00,CELDA C TGTX,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19020_d91b9c34,__export__.product_template_19020_d91b9c34,,TGTX. Caja RSC.,1.00,CAJA RSC TGTX,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19016_6569a613,__export__.product_template_19016_6569a613,,TGTX. Celdado.,1.00,CELDADO TGTX,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_consu_0039_product_template,__import__.product_product_consu_0039_product_template,,THINER,0.00,CC-0033,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_16604_08839880,__export__.product_template_16604_08839880,,TIJERA MODISTA/CI 890,1.00,CC-1170,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_20621_ec552a8f,__export__.product_template_20621_ec552a8f,,TIP DOWN TOW PACKAGE,1.00,RTM-10892,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20664_9efa685c,__export__.product_template_20664_9efa685c,,TIP DOWN TOW PACKAGE,1.00,RTM-5161,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_17771_4f2c49b4,__export__.product_template_17771_4f2c49b4,,TIRA DE ESPUMA POLIURETANO CON ADHESIVO,12.17,"CMP-1195 TIRAS DE 600X50MM CON ESPONJA DE 1/4"" DE ESPESOR.",Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón),__export__.product_category_32_a2eb8003
__export__.product_template_16864_a7fe226f,__export__.product_template_16864_a7fe226f,,TIRA WL FRONT REFELCTOR,1.00,TIRA WL FRONT REFELCTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16851_0b78a4e6,__export__.product_template_16851_0b78a4e6,,TIRA WL REAR REFLECTOR,1.00,TIRA WL REAR REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_18605_9a41686c,__export__.product_template_18605_9a41686c,,TIRA XLINK DECO ASSY PASSENGER,1.00,RTM-1847,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20233_c4c24706,__export__.product_template_20233_c4c24706,,TIRON PARA RACK CX727,1.00,TIRON PARA RACK CX727,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_17398_7f036549,__export__.product_template_17398_7f036549,,TMC 045,1.00,TMC 045,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_15853_47033c57,__export__.product_template_15853_47033c57,,TOALLA INT. FAPSA BLANCA C/2000,1.00,CC-1053,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_15895_4230df30,__export__.product_template_15895_4230df30,,TOALLA ROLLO FAPSA BCA C/ 6 ROLLOS,1.00,CC-1080,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_19990_01bdc7b7,__export__.product_template_19990_01bdc7b7,,TONILLO ESTUFA 1/4 X 1 1/2,1.00,CC-4257,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_15914_d371a3a9,__export__.product_template_15914_d371a3a9,,TOOL,0.00,SUAJES,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_20646_278b03c5,__export__.product_template_20646_278b03c5,,TOOL RETURNABLE CONTAINER DJPE GLSS SUB ASSY RH-LH CORTO,909.00,TOOL RETURNABLE CONTAINER DJPE GLSS SUB ASSY RH-LH CORTO,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_20648_08edba74,__export__.product_template_20648_08edba74,,TOOL RETURNABLE CONTAINER DJPE GLSS SUB ASSY RH-LH GRANDE,"1,045.50",TOOL RETURNABLE CONTAINER DJPE GLSS SUB ASSY RH-LH GRANDE,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_20649_79a8e2a3,__export__.product_template_20649_79a8e2a3,,TOOL RETURNABLE CONTAINER DJPE GLSS SUB ASSY RH-LH LARGO,"1,015.50",TOOL RETURNABLE CONTAINER DJPE GLSS SUB ASSY RH-LH LARGO,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_21312_13eac8f0,__export__.product_template_21312_13eac8f0,,TOOLING,"4,228.57",TOOLING (11 SUAJES),Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_15959_684c6c09,__export__.product_template_15959_684c6c09,,TOOLING,1.00,CC-1097,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__import__.product_product_serv_0035_product_template,__import__.product_product_serv_0035_product_template,,TOOLING COST FOR CCB EXPENDABLE PACKAGING,"4,128.00",Toolings form mass production- Lucid Box 2 pieces of tooling per quote sent on Dec 17th 2024,Servicio,Servicio,Servicios,__import__.product_category_005
__import__.product_product_serv_0033_product_template,__import__.product_product_serv_0033_product_template,,TOOLING NEW TOOLING U725 PARA KIT TR18740 DMS 32 CAV,993.00,TOOLING NEW TOOLING U725 PARA KIT TR18740 DMS 32 CAV,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_17395_a4217c84,__export__.product_template_17395_a4217c84,,TOOLING PARA KIT INSERTO FORD CHINA,285.70,TOOLING DE MADERA + PROTO,Servicio,Servicio,Servicios,__import__.product_category_005
__import__.product_product_serv_0040_product_template,__import__.product_product_serv_0040_product_template,,TOPE P/PUERTA PISO,0.00,TOPE P/PUERTA,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_17582_c3b26e16,__export__.product_template_17582_c3b26e16,,TORNILLO  STD 1/2 X 1,1.00,CC-1299,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_19793_428acba8,__export__.product_template_19793_428acba8,,"TORNILLO  STD 1/2 X 1.5""",1.00,DEFAULT-4085,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_19447_4516c281,__export__.product_template_19447_4516c281,,"TORNILLO 3/4"" X 6""",1.00,CC-1004,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_19448_9335af57,__export__.product_template_19448_9335af57,,"TORNILLO 3/4"" X 6""",1.00,CC-1008,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_product_14610_925fe055_product_template,__export__.product_product_14610_925fe055_product_template,,TORNILLO ALLEN CABEZA PLANA M.M. 10 x 30,1.00,CC-1010,Consumible,Consumible,Todos,product.product_category_all
__export__.product_template_16013_8d5d5006,__export__.product_template_16013_8d5d5006,,TORNILLO ALLEN CABEZA PLANA M.M. 10 x 40,1.00,CC-1621,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_18028_8334e223,__export__.product_template_18028_8334e223,,"TORNILLO ALLEN STD. 3/8-16 X 1 1/2""",1.00,CC-1398,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_20764_9d64a678,__export__.product_template_20764_9d64a678,,"TORNILLO BOTON DE HEXAGONO INTERIOR STD 1/2"" X 4""",1.00,CC-5323,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20205_1f5fd4ee,__export__.product_template_20205_1f5fd4ee,,"TORNILLO HEX. STD 1/2 X 3 1/2"" ZINC",1.00,CC-4469,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_16285_582d11d0,__export__.product_template_16285_582d11d0,,"TORNILLO HEX. STD 3/8 X 3 1/2"" ZINC",1.00,CC-1350,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_20667_5142b3dc,__export__.product_template_20667_5142b3dc,,"TORNILLO HEXAGONAL 1/2"" X 3 1/2""",1.00,RTM-5164,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20383_9c8b7bb3,__export__.product_template_20383_9c8b7bb3,,"TORNILLO HEXAGONAL DE 1/2"" X 2 1/2""",1.00,CC-12986,Producto almacenable,Producto almacenable,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_16464_f53b8d2c,__export__.product_template_16464_f53b8d2c,,"TORNILLO HEXAGONAL STANDAR 5/16"" X 1 3/4""",1.00,CC-1377,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_16534_b2e839c1,__export__.product_template_16534_b2e839c1,,"TORNILLO HEXAGONAL STANDAR 5/16"" X 2""",1.00,CC-1655,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_17581_41a10f73,__export__.product_template_17581_41a10f73,,TORNILLO HEXAGONAL STD 1/2 X 2 1/2,1.00,CC-1298,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_17945_a13c6501,__export__.product_template_17945_a13c6501,,TORNILLO HEXAGONAL STD 3/8 X 2 1/2,1.00,CC-1265,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_17946_6400bfe9,__export__.product_template_17946_6400bfe9,,TORNILLO HEXAGONAL STD 3/8 X 3,1.00,CC-1266,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_17584_07d1c712,__export__.product_template_17584_07d1c712,,TORNILLO STD 3/8 X 1 1/4,1.00,CC-1295,Consumible,Consumible,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_20904_ace7b21d,__export__.product_template_20904_ace7b21d,,TOTE #1 CAMERA RETAINER,320.00,DJ CAMERA RETAINER MIC,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
